"Número de serie","Planta","Número de artículo","Estado","Estado Molde","Captura","Vueltas MTO","peso masa","Peso resina cargada","Altura de pestaña molde","Creado","Modificado","Comentarios","Usuario activo","Vueltas","Vueltas desmanchado","Vueltas reparacion","Vueltas totales","Acabado","Tipo de molde","Aplicación modificada por","Creado por","Modificado por","modificadoDesde","Masa ADM"
"1188-01","MS","MOLDE LAVARROPAS ECO 70X60","Disponible","Activo","False","36","13.2",,"20.00","4/26/2021 2:26 PM","3/3/2026 8:58 AM",,,"17","0","0","517","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0087-13","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28","19",,"50.00","4/26/2021 2:25 PM","3/3/2026 7:54 AM",,,"5","0","0","904","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1291-03","FV","MOLDE HONOLULU DERECHA 180X120","Disponible","Activo","False","12","15.4",,"30.00","4/26/2021 2:25 PM","3/2/2026 4:44 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0089-23","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","Activo","False","28",,,"20.00","2/27/2024 10:39 AM","2/27/2026 5:59 PM",,,"8","0","0","362","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"1251-06","MS","MOLDE LAVAMANOS RIO 48X43 BRILLANTE","Disponible","Activo","False","28","5.9",,"10.00","4/26/2021 2:25 PM","2/27/2026 3:07 PM",,,"3","0","0","345","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0085-09","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","Activo","False","28","9.5",,"40.00","2/2/2024 9:53 AM","2/27/2026 3:04 PM",,,"23","0","0","454","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0089-12","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","Activo","False","28","6.2",,"30.00","10/4/2021 8:16 AM","2/27/2026 3:03 PM",,,"3","0","0","799","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"216-01","MS","MOLDE MESON ECO 150X55 BRILLANTE PERF CUBIERTA","Disponible","Activo","False","28","22.1",,"60.00","4/26/2023 7:02 AM","2/27/2026 1:10 PM",,,"12","0","0","401","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"1193-02","MS","MOLDE LAVAMANOS PARMA 79X48 BRILLANTE","Disponible","Activo","False","28","8.1",,"30.00","4/26/2021 2:26 PM","2/27/2026 10:12 AM",,,"11","0","0","441","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0168-06","MS","MOLDE LAVARROPAS 50X50 BRILLANTE","Disponible","Activo","False","28","10.2",,"20.00","10/31/2023 1:52 PM","2/27/2026 10:11 AM",,,"5","0","0","545","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0196-01","MS","MOLDE LAVAMANOS SIENA 94X48","Disponible","Activo","False","28","12.6",,"60.00","4/26/2021 2:26 PM","2/27/2026 9:23 AM",,,"8","0","0","462","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01093","MS","MOLDE LAVAMANOS BARI 79X48 BRILLANTE","Disponible","Activo","False","28","12.7",,"60.00","4/26/2021 2:25 PM","2/26/2026 4:18 PM",,,"16","0","0","353","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0196-02","MS","MOLDE LAVAMANOS SIENA 94X48","Disponible","Activo","False","28","12.6",,"50.00","4/26/2021 2:26 PM","2/26/2026 4:18 PM",,,"9","0","0","368","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"222-01","MS","MOLDE MESON LAVAMANOS OASIS 63X48 BRILLANTE","Disponible","Activo","False","36","6",,"17.00","7/11/2024 5:52 PM","2/26/2026 1:46 PM",,,"0","0","0","139","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"1298-03","FV","MOLDE HONOLULU IZQUIERDA 180X120","Disponible","Activo","False","12","15.4",,"37.00","4/26/2021 2:25 PM","2/26/2026 12:22 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,"MOLDES","MODELO IBIZA 182X123","Disponible","Activo","False","28",,,"40.00","1/22/2024 9:33 AM","2/26/2026 12:13 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"00456","FV","MOLDE MILENIUM 182X123","Disponible","Activo","False","12","16",,"30.00","4/26/2021 2:25 PM","2/26/2026 10:57 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0190-05","MS","MOLDE LAVAMANOS OSLO 79X48","Disponible","Activo","False","28","15",,"77.00","7/31/2023 3:56 PM","2/26/2026 10:37 AM",,,"7","0","0","291","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"216-04","MS","MOLDE MESON ECO 150X55 BRILLANTE PERF CUBIERTA","Disponible","Activo","False","28","22.1",,"20.00","5/5/2023 9:40 AM","2/26/2026 10:18 AM",,,"18","0","0","340","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"1207-03","MS","MOLDE LAVAMANOS RIO 48X43 BRILLANTE","Disponible","Activo","False","28","5.9",,"15.00","4/26/2021 2:25 PM","2/25/2026 11:56 AM",,,"7","0","0","327","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"00895","MS","MOLDE MESON ECO 120X55 BRILLANTE","No disponible","Baja","Verdadero","28","22",,"35.00","4/26/2021 2:25 PM","2/25/2026 10:14 AM",,,"19","19","0","19","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Sara María Aguilar Sierra","sharepoint",
"00873","MS","MOLDE MESON ECO 120X55 BRILLANTE","No disponible","Baja","Verdadero","28","22",,"20.00","4/26/2021 2:25 PM","2/25/2026 10:13 AM",,,"0","0","0","48","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Sara María Aguilar Sierra","sharepoint",
"0086-17","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","Disponible","Activo","False","28",,,"40.00","2/9/2024 10:52 AM","2/25/2026 8:40 AM",,,"23","0","0","548","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"223-02","MS","MOLDE LAVAMANOS MECA VESSEL 35X35 BRILLANTE","Disponible","Activo","False","36","4",,"72.00","9/11/2024 4:16 PM","2/25/2026 6:40 AM",,,"1","0","0","63","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0193-05","MS","MOLDE LAVAMANOS GENOVA 63X48","Disponible","Activo","False","28",,,"5.90","2/20/2025 9:43 AM","2/24/2026 3:14 PM",,,"0","0","0","307","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"218-01","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","No disponible","Baja","Verdadero","28","0.8",,"50.00","7/18/2023 8:02 AM","2/24/2026 2:46 PM",,,"0","0","0","36","Brillante",,,"Juliana Muñoz Vasquez","Brian Stiven Sánchez Hernández","supabase",
"218-02","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","No disponible","Baja","Verdadero","28","0.8",,"10.00","7/18/2023 8:03 AM","2/24/2026 2:46 PM",,,"0","0","0","25","Brillante",,,"Juliana Muñoz Vasquez","Brian Stiven Sánchez Hernández","sharepoint",
"0062-44","MS","MOLDE LAVAMANOS ECO 48X38","No disponible","Baja","Verdadero","28","4.6",,"30.00","10/24/2023 3:17 PM","2/24/2026 2:46 PM",,,"0","0","0","1,173","Brillante",,,"Juliana Muñoz Vasquez","Brian Stiven Sánchez Hernández","supabase",
"0193-07","MS","MOLDE LAVAMANOS GENOVA 63X48","Disponible","Activo","False","28",,,"45.00","4/24/2025 8:21 AM","2/24/2026 2:38 PM",,,"0","0","0","275","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0182-01","MS","MOLDE LAVAMANOS SIENA 124x48","Disponible","Activo","False","28","19.5",,"60.00","4/26/2021 2:26 PM","2/24/2026 12:44 PM",,,"0","0","0","350","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0180-09","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20","16.1",,"19.00","3/24/2023 7:42 AM","2/24/2026 10:50 AM",,,"5","0","0","389","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0181-03","MS","MOLDE MESA DE TRABAJO PRO-MESON 140X60","Disponible","Activo","False","28",,,"47.00","11/1/2024 12:57 PM","2/24/2026 10:27 AM",,,"0","0","0","202","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"00022","FV","MOLDE ITALIANA ECO 150X70","Disponible","Activo","False","12","0.6",,"20.00","4/26/2021 2:25 PM","2/24/2026 10:06 AM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"00984","FV","MOLDE ITALIANA ECO 150X70","Disponible","Activo","False","12","0.6",,"30.00","4/26/2021 2:25 PM","2/24/2026 10:05 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1206-02","MS","MOLDE BARRA COCINA 120X55 BRILLANTE - SIN PERF","Disponible","Activo","False","28","17",,"30.00","4/9/2024 9:15 AM","2/23/2026 1:31 PM",,,"16","0","0","235","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0196-05","MS","MOLDE LAVAMANOS SIENA 94X48","Disponible","Activo","False","28",,,"75.00","12/19/2024 10:13 PM","2/23/2026 1:31 PM",,,"4","0","0","75","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"1249-04","MS","MOLDE LAVAMANOS RIO 48X43 BRILLANTE","Disponible","Activo","False","28","5.9",,"20.00","4/26/2021 2:25 PM","2/23/2026 1:13 PM",,,"8","0","0","145","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1287-04","FV","MOLDE AMERICANA PLUS V.2","Disponible","Activo","False","12","0.8",,"50.00","4/26/2021 2:26 PM","2/23/2026 10:39 AM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1254-01","FV","MOLDE FALDON CATALUÑA","Disponible","Activo","False","12","0","11.31","100.00","4/26/2021 2:26 PM","2/21/2026 10:19 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0194-14","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"73.00","10/8/2024 3:30 PM","2/20/2026 3:24 PM",,,"9","0","0","432","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0194-25","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"0.00","1/29/2026 8:17 AM","2/20/2026 3:24 PM",,,"16","0","0","21",,,"Microsoft Power Platform","Mantenimiento","Administrador Global","supabase",
"0066-05","MS","MOLDE LAVAMANOS BARI 79X48 BRILLANTE","Disponible","Activo","False","28","12.7",,"60.00","8/27/2021 8:32 AM","2/20/2026 1:01 PM",,,"12","0","0","265","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0193-03","MS","MOLDE LAVAMANOS GENOVA 63X48","Disponible","Activo","False","28",,,"60.00","12/5/2024 4:19 PM","2/20/2026 10:47 AM",,,"18","0","0","475","Brillante","BRILLANTE","Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0062-75",,"MOLDE LAVAMANOS ECO 48X38","Disponible","En fabricación","Verdadero","1",,,"0.00","2/20/2026 9:39 AM","2/20/2026 9:39 AM",,,"0","0","0","0",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Brian Stiven Sánchez Hernández","sharepoint",
"227-11",,"MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","En fabricación","Verdadero","28",,,"0.00","2/11/2026 9:39 AM","2/19/2026 4:01 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","sharepoint",
"231-04",,"MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","Disponible","En fabricación","Verdadero","28",,,"0.00","2/5/2026 9:26 AM","2/19/2026 4:01 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","sharepoint",
"1162-14","MS","MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","False","28",,,"0.00","12/30/2025 9:45 AM","2/19/2026 4:01 PM",,,"2","0","0","2",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","supabase",
"1162-13",,"MOLDE MESON ECO 120X55 BRILLANTE","Disponible","En fabricación","Verdadero","28",,,"0.00","12/23/2025 8:14 AM","2/19/2026 4:01 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","sharepoint",
"1162-13",,"MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","False","28",,,"0.00","12/23/2025 8:03 AM","2/19/2026 4:01 PM",,,"4","0","0","4",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","supabase",
"0176-06","MS","MOLDE PLAQUITA PARA LVM GENOVA 79X48","Disponible","Activo","False","28",,,"0.00","10/30/2025 7:51 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"212-03","MS","MOLDE BAÑERA SANTORINI 180X180 V.2","Disponible","Activo","False","28",,,"50.00","10/23/2025 5:33 PM","2/19/2026 4:00 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"01155","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","Disponible","Activo","Verdadero","28",,,"0.00","10/20/2025 9:12 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"227-10",,"MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"0.00","10/17/2025 8:36 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"218-08","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","Disponible","En reparación","Verdadero","28",,,"20.00","10/10/2025 7:48 AM","2/19/2026 4:00 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"227-09","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"0.00","10/6/2025 6:37 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"227-08","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"0.00","9/29/2025 6:54 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"0176-05","MS","MOLDE PLAQUITA PARA LVM GENOVA 79X48","Disponible","Activo","False","28",,,"0.00","9/26/2025 7:03 AM","2/19/2026 4:00 PM",,,"1","0","0","1",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"227-07","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"0.00","9/23/2025 8:07 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"227-06","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"0.00","9/15/2025 8:58 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"210-10","MS","MOLDE MESON COCINA 150X60 V.2 SIN PERF","Disponible","Activo","False","28",,,"0.00","9/8/2025 8:10 AM","2/19/2026 4:00 PM",,,"12","0","0","36",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"227-05","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"0.00","9/8/2025 7:15 AM","2/19/2026 4:00 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"218-07","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","Disponible","En reparación","Verdadero","28",,,"10.00","8/29/2025 1:10 PM","2/19/2026 4:00 PM",,,"0","0","0","3","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"227-04","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"20.00","8/29/2025 1:09 PM","2/19/2026 4:00 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"210-09","MS","MOLDE MESON COCINA 150X60 V.2 SIN PERF","Disponible","Activo","False","28",,,"45.00","8/13/2025 8:50 AM","2/19/2026 3:59 PM",,,"8","0","0","10","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"210-08","MS","MOLDE MESON COCINA 150X60 V.2 SIN PERF","Disponible","Activo","False","28",,,"45.00","7/31/2025 7:23 AM","2/19/2026 3:59 PM",,,"0","0","0","34","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"227-03","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"20.00","8/5/2025 7:47 AM","2/19/2026 3:59 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"213-05","MS","MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","Disponible","Activo","False","28",,,"44.50","7/21/2025 10:16 AM","2/19/2026 3:59 PM",,,"3","0","0","67","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"227-02","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","Disponible","Activo","False","28",,,"20.00","7/21/2025 10:13 AM","2/19/2026 3:59 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"230-01",,"MOLDE PLACA MUESTRAS ","Disponible","En fabricación","Verdadero","28",,,"0.00","7/4/2025 4:41 PM","2/19/2026 3:59 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"230-01","MS","MOLDE PLACA PARA MUESTRAS 20X20 CM","Disponible","Activo","False","28",,,"0.00","7/4/2025 4:40 PM","2/19/2026 3:59 PM",,,"0","0","0",,,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"218-06","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","Disponible","Activo","False","28",,,"5.00","6/9/2025 8:18 AM","2/19/2026 3:59 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"218-05","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","Disponible","Activo","False","28",,,"5.00","5/6/2025 11:06 AM","2/19/2026 3:59 PM",,,"0","0","0","1","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"218-04","MS","MOLDE PLAQUITA PARA LVM GENOVA 63X48","Disponible","En reparación","Verdadero","28",,,"10.00","4/9/2025 4:08 PM","2/19/2026 3:59 PM",,,"0","0","0","1","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"0194-21","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"40.00","4/3/2025 7:16 AM","2/19/2026 3:59 PM",,,"6","0","0","112","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0194-20","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"67.00","3/25/2025 12:47 PM","2/19/2026 3:59 PM",,,"8","0","0","235","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0196-05","MS","MOLDE LAVAMANOS SIENA 94X48","Disponible","Activo","Verdadero","28",,,"0.00","3/4/2025 10:34 AM","2/19/2026 3:59 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","sharepoint",
"0194-18","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"65.00","3/6/2025 9:43 AM","2/19/2026 3:59 PM",,,"17","0","0","307","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0193-06","MS","MOLDE LAVAMANOS GENOVA 63X48","Disponible","Activo","False","28",,,"5.90","2/20/2025 9:44 AM","2/19/2026 3:59 PM",,,"6","0","0","248","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
